"Event","Round","Diver","Country","Rank","DiveNo","Difficulty","JScore","Judge","JCountry"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",3,"3.2","7.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",3,"3.2","8.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",3,"3.2","8.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",4,"3.3","8.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",4,"3.3","8.0","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",4,"3.3","8.5","VYAS Mayur","IND"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",4,"3.3","8.0","ALT Walter","GER"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",4,"3.3","8.0","LEE William","SIN"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",4,"3.3","8.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",4,"3.3","8.0","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",5,"3.2","8.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",5,"3.2","8.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",5,"3.2","8.5","VYAS Mayur","IND"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",5,"3.2","8.5","ALT Walter","GER"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",5,"3.2","9.0","LEE William","SIN"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",5,"3.2","8.0","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","CHEN Ruolin","CHN","1",5,"3.2","8.0","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",1,"3.1","7.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",1,"3.1","7.0","FABER Marc","NED"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",1,"3.1","6.5","RAO Lang","CHN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",1,"3.1","6.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",1,"3.1","7.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",1,"3.1","7.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",1,"3.1","6.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",2,"3.3","7.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",2,"3.3","7.5","FABER Marc","NED"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",2,"3.3","8.0","RAO Lang","CHN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",2,"3.3","8.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",2,"3.3","7.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",2,"3.3","7.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",2,"3.3","8.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",3,"3.0","7.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",3,"3.0","7.5","FABER Marc","NED"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",3,"3.0","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",3,"3.0","7.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",3,"3.0","8.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",3,"3.0","7.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",3,"3.0","7.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",4,"3.2","5.0","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",4,"3.2","6.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",4,"3.2","6.0","VYAS Mayur","IND"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",4,"3.2","7.0","ALT Walter","GER"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",4,"3.2","6.5","LEE William","SIN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",4,"3.2","6.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",4,"3.2","6.5","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",5,"3.2","7.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",5,"3.2","7.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",5,"3.2","8.0","VYAS Mayur","IND"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",5,"3.2","7.5","ALT Walter","GER"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",5,"3.2","7.5","LEE William","SIN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",5,"3.2","7.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","KOLTUNOVA Yulia","RUS","2",5,"3.2","7.5","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","STEUER Christin","GER","3",1,"2.8","6.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","STEUER Christin","GER","3",1,"2.8","7.0","FABER Marc","NED"
"W10mPF","Preliminary","STEUER Christin","GER","3",1,"2.8","6.5","RAO Lang","CHN"
"W10mPF","Preliminary","STEUER Christin","GER","3",1,"2.8","7.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","STEUER Christin","GER","3",1,"2.8","6.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","STEUER Christin","GER","3",1,"2.8","6.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","STEUER Christin","GER","3",1,"2.8","7.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","STEUER Christin","GER","3",2,"3.2","8.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","STEUER Christin","GER","3",2,"3.2","8.0","FABER Marc","NED"
"W10mPF","Preliminary","STEUER Christin","GER","3",2,"3.2","8.0","RAO Lang","CHN"
"W10mPF","Preliminary","STEUER Christin","GER","3",2,"3.2","8.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","STEUER Christin","GER","3",2,"3.2","8.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","STEUER Christin","GER","3",2,"3.2","8.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","STEUER Christin","GER","3",2,"3.2","8.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","STEUER Christin","GER","3",3,"3.2","7.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","STEUER Christin","GER","3",3,"3.2","7.0","FABER Marc","NED"
"W10mPF","Preliminary","STEUER Christin","GER","3",3,"3.2","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","STEUER Christin","GER","3",3,"3.2","7.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","STEUER Christin","GER","3",3,"3.2","7.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","STEUER Christin","GER","3",3,"3.2","7.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","STEUER Christin","GER","3",3,"3.2","7.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","STEUER Christin","GER","3",4,"2.9","8.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","STEUER Christin","GER","3",4,"2.9","8.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","STEUER Christin","GER","3",4,"2.9","8.0","VYAS Mayur","IND"
"W10mPF","Preliminary","STEUER Christin","GER","3",4,"2.9","8.5","ALT Walter","GER"
"W10mPF","Preliminary","STEUER Christin","GER","3",4,"2.9","7.5","LEE William","SIN"
"W10mPF","Preliminary","STEUER Christin","GER","3",4,"2.9","8.0","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","STEUER Christin","GER","3",4,"2.9","8.5","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","STEUER Christin","GER","3",5,"3.0","7.0","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","STEUER Christin","GER","3",5,"3.0","7.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","STEUER Christin","GER","3",5,"3.0","7.5","VYAS Mayur","IND"
"W10mPF","Preliminary","STEUER Christin","GER","3",5,"3.0","7.0","ALT Walter","GER"
"W10mPF","Preliminary","STEUER Christin","GER","3",5,"3.0","7.0","LEE William","SIN"
"W10mPF","Preliminary","STEUER Christin","GER","3",5,"3.0","7.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","STEUER Christin","GER","3",5,"3.0","8.0","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",1,"3.0","7.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",1,"3.0","7.5","FABER Marc","NED"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",1,"3.0","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",1,"3.0","8.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",1,"3.0","7.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",1,"3.0","8.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",1,"3.0","7.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",2,"2.7","8.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",2,"2.7","8.0","FABER Marc","NED"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",2,"2.7","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",2,"2.7","8.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",2,"2.7","7.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",2,"2.7","8.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",2,"2.7","8.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",3,"3.3","7.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",3,"3.3","7.0","FABER Marc","NED"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",3,"3.3","7.0","RAO Lang","CHN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",3,"3.3","7.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",3,"3.3","7.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",3,"3.3","6.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",3,"3.3","7.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",4,"3.2","7.0","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",4,"3.2","6.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",4,"3.2","7.0","VYAS Mayur","IND"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",4,"3.2","6.5","ALT Walter","GER"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",4,"3.2","7.5","LEE William","SIN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",4,"3.2","6.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",4,"3.2","6.5","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",5,"3.2","6.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",5,"3.2","7.0","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",5,"3.2","7.5","VYAS Mayur","IND"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",5,"3.2","7.5","ALT Walter","GER"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",5,"3.2","7.0","LEE William","SIN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",5,"3.2","6.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","MENDOZA Carolina","MEX","4",5,"3.2","6.0","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",1,"3.0","7.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",1,"3.0","7.0","FABER Marc","NED"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",1,"3.0","8.0","RAO Lang","CHN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",1,"3.0","8.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",1,"3.0","8.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",1,"3.0","7.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",1,"3.0","8.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",2,"3.3","6.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",2,"3.3","5.5","FABER Marc","NED"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",2,"3.3","6.5","RAO Lang","CHN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",2,"3.3","6.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",2,"3.3","6.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",2,"3.3","6.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",2,"3.3","6.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",3,"3.2","6.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",3,"3.2","7.0","FABER Marc","NED"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",3,"3.2","6.5","RAO Lang","CHN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",3,"3.2","6.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",3,"3.2","7.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",3,"3.2","6.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",3,"3.2","6.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",4,"3.3","7.0","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",4,"3.3","7.0","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",4,"3.3","6.5","VYAS Mayur","IND"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",4,"3.3","7.0","ALT Walter","GER"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",4,"3.3","7.0","LEE William","SIN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",4,"3.3","7.0","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",4,"3.3","6.5","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",5,"3.2","7.0","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",5,"3.2","7.0","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",5,"3.2","5.5","VYAS Mayur","IND"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",5,"3.2","6.0","ALT Walter","GER"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",5,"3.2","6.5","LEE William","SIN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",5,"3.2","7.0","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","BENFEITO Meaghan","CAN","5",5,"3.2","6.0","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",1,"2.8","7.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",1,"2.8","7.5","FABER Marc","NED"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",1,"2.8","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",1,"2.8","7.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",1,"2.8","7.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",1,"2.8","7.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",1,"2.8","7.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",2,"3.2","6.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",2,"3.2","6.5","FABER Marc","NED"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",2,"3.2","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",2,"3.2","7.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",2,"3.2","7.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",2,"3.2","7.0","SAGE Christopher","GBR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",2,"3.2","7.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",3,"3.2","7.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",3,"3.2","7.0","FABER Marc","NED"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",3,"3.2","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",3,"3.2","7.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",3,"3.2","7.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",3,"3.2","7.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",3,"3.2","7.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",4,"2.9","6.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",4,"2.9","6.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",4,"2.9","6.0","VYAS Mayur","IND"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",4,"2.9","6.0","ALT Walter","GER"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",4,"2.9","6.0","LEE William","SIN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",4,"2.9","6.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",4,"2.9","6.5","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",5,"3.0","7.0","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",5,"3.0","7.0","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",5,"3.0","6.5","VYAS Mayur","IND"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",5,"3.0","7.0","ALT Walter","GER"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",5,"3.0","6.5","LEE William","SIN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",5,"3.0","7.0","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","GLADDING Monique","GBR","6",5,"3.0","7.0","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",1,"3.0","6.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",1,"3.0","6.0","FABER Marc","NED"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",1,"3.0","5.0","RAO Lang","CHN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",1,"3.0","6.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",1,"3.0","6.5","SHOLTIS Christina","USA"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",1,"3.0","6.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",1,"3.0","7.0","RUIZ Rolando","CUB"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",2,"3.2","7.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",2,"3.2","6.0","FABER Marc","NED"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",2,"3.2","6.5","RAO Lang","CHN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",2,"3.2","6.0","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",2,"3.2","6.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",2,"3.2","6.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",2,"3.2","6.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",3,"3.2","7.5","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",3,"3.2","7.5","FABER Marc","NED"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",3,"3.2","7.5","RAO Lang","CHN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",3,"3.2","7.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",3,"3.2","8.0","SHOLTIS Christina","USA"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",3,"3.2","7.5","SAGE Christopher","GBR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",3,"3.2","7.5","RUIZ Rolando","CUB"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",4,"3.3","7.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",4,"3.3","7.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",4,"3.3","7.0","VYAS Mayur","IND"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",4,"3.3","6.5","ALT Walter","GER"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",4,"3.3","6.5","LEE William","SIN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",4,"3.3","7.5","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",4,"3.3","6.5","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",5,"3.2","6.5","CALDERON RODRIGUEZ Felix","PUR"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",5,"3.2","6.5","KELEMEN Ildiko","HUN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",5,"3.2","6.0","VYAS Mayur","IND"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",5,"3.2","6.5","ALT Walter","GER"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",5,"3.2","6.0","LEE William","SIN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",5,"3.2","7.0","BRAWLEY Nancy Jean","CAN"
"W10mPF","Preliminary","WIGGINS Loudy","AUS","7",5,"3.2","6.0","VINOGRADOV Alexandr","RUS"
"W10mPF","Preliminary","NAKAGAWA Mai","JPN","8",1,"2.8","8.0","BEDDOE Valerie","AUS"
"W10mPF","Preliminary","NAKAGAWA Mai","JPN","8",1,"2.8","8.0","FABER Marc","NED"
"W10mPF","Preliminary","NAKAGAWA Mai","JPN","8",1,"2.8","8.0","RAO Lang","CHN"
"W10mPF","Preliminary","NAKAGAWA Mai","JPN","8",1,"2.8","8.5","TELLEFSEN Arne","NOR"
"W10mPF","Preliminary","NAKAGAWA Mai","JPN","8",1,"2.8","8.5","SHOLTIS Christina","USA"
